"recno","memnum","a1_1","a1_2","a1_3","a1_4","age","a1_5","a1_6","a1_7","a1_8","a1_9","a2_1","a2_2","a2_3","a2_4","b1_1","b1_2","b1_3","b1_4","b1_5","b1_6","b1_7","b1_8","b1_9","z4","c25_1","c25_2","c25_3","c25_4","c25_5","c25_6","c25_7","c25_8","c25_9","c25_10","e1_2","e1_3","e1_4","e1_5","e1_6","e1_7","e2_2","e2_3","e2_4","e2_5","e2_6","e2_7","e2_8","e2_9","e2_10","e2_11","e2_12","e2_13","e2_14","e2_15","e2_16","e2_17","e2_18","e2_19","e2_20","e2_20drm","c25_11","e2_21","e2_22","e2_22drm","e2_23","e2_24","e2_24drm","e2_25","e2_26","e2_26drm","e2_27","e2_28","e2_28drm","e2_29","e2_30","e2_30drm","e2_31","e2_32","e2_33","e2_34","e2_35","e2_35drm","e2_36","e2_37","e2_38","e3_2","e3_3","e3_4","e3_5","e3_6","e3_7","e3_8","e3_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i1_11","i1_12","i1_13","i1_14","i1_15","i1_16","i1_17","i1_18","i1_19","i1_20","i1_21","i1_22","i1_23","i1_24","i1_25","i1_26","i1_27","i1_28","i1_29","i1_30","i1_31","i1_32","i1_33","i1_34","i1_35","i1_36","i1_37","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i2_11","i2_12","i2_13","i2_14","k1_1","k1_2","k1_3","k1_4","k1_5","k1_6","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","date"
3882,4,1,5,2,2004,11,,3,,,3,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,2,1,1,1,2,1,,1,2,,2,,2,,,,,,,,,,15000,15000,1,,,,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3883,1,1,1,7,1975,40,1,3,,,5,,,,,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,3,6,2,1,,,2,1,,1,,1,1,40,2,,,,,,,,,,,9
3883,2,2,2,10,1975,39,1,3,,,5,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,3,9,5,2,2,,,,,,,,,,,4,2,,,3,13,,,,,9
3883,3,1,3,3,1995,20,2,3,,,5,,,,,4,9,1,6,2015,5,2,,4,,1,,1,,,,,,,,,,,,,,3,3,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,4,2,2,2,,,,,,,,,,,4,2,,,3,10,,,1,,9
3883,4,2,3,7,1997,18,2,3,,,5,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,0,1,2,3,1,,2,6,,2,,2,,,,,,,,,,8000,8000,1,2000,2000,1,,,,150000,150000,1,1200,1200,1,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,9,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,9
3883,5,1,3,10,1998,16,2,3,,,4,,,,,5,,,,,,,,,,1,1,1,,,,,,,,,,,,,,3,2,1,1,3,1,,1,3,,2,,2,,,,,,,,,,10000,10000,1,1000,1000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,9,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,9
3884,2,2,2,5,1980,35,1,2,2,2,6,,,,,1,12,,5,2015,1,1,10,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3884,1,1,1,4,1975,40,1,3,,,7,,,,,5,,,,,,,,,,1,,,1,,,,,,1,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,1,1,6000,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,2,5,3,4,6,2,1,,,84,1,,1,,1,1,56,1,,,,,,,,,,,9
3884,3,1,3,6,1998,17,2,3,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,5,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,9,5,2,2,,,,,,,,,,,4,2,,,3,13,,,,,9
3884,4,2,3,6,2001,14,,3,,,3,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,2,4,1,1,2,1,,1,2,,2,,2,,,,,,,,,,10000,10000,1,2000,2000,1,,,,,,,,,,2,4,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3885,1,1,1,10,1953,61,1,3,,,7,3,8,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,3,9,5,2,2,,,,,,,,,,,3,1,1,5,1,,7,5,1,,9
3885,2,2,2,12,1955,59,1,3,,,7,3,8,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,1,1,18000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,3,9,2,1,,,1,4,6,4,1,1,2,7,2,,,,,,,,,,,9
3885,3,1,3,7,1977,38,1,3,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,6,2,1,,,2,5,1,4,3,1,3,70,2,,,,,,,,,,,9
3885,4,2,4,8,1978,37,1,3,,,7,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,9,5,2,2,,,,,,,,,,,4,2,,,3,5,,,2,2,9
3885,5,2,5,1,2002,13,,3,,,3,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,2,3,1,1,2,1,,1,2,,2,,2,,,,,,,,,,15000,15000,1,,,,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3885,6,1,5,8,2005,10,,3,,,3,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,0,1,1,1,1,,1,2,,2,,1,2,,,,3,44000,44000,,1,6000,6000,1,,,,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3886,3,1,3,8,1978,37,1,3,1,4,5,,,,,5,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3886,1,1,1,5,1952,63,1,3,,,7,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,30,2,,2,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,4,9,3,2,2,,,,,,,,,,,3,1,1,5,3,13,,,,,9
3886,2,2,2,10,1953,61,1,3,,,7,3,8,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,30,2,,2,,,,,,,,,,,,,1,1,15000,2,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,2,5,,4,9,3,2,2,,,,,,,,,,,3,1,4,5,3,13,,,,,9
3886,4,2,4,2,1986,29,1,3,,,5,21,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,4,5,2,2,,,,,,,,,,,4,1,1,2,3,7,,,1,,9
3886,5,1,5,7,2010,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3887,1,1,1,10,1949,65,1,3,,,7,5,,,,3,12,,10,2013,1,1,42,1,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,1,1,3000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,3,6,5,2,2,,,,,,,,,,,3,1,1,5,3,13,,,,,9
3887,2,2,2,8,1955,60,1,3,,,7,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,3,6,5,1,,,84,1,,2,,1,1,40,2,,,,,,,,,,,9
3887,3,2,3,7,1994,21,2,3,,,5,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,3,1,2,6,1,,2,6,,2,,2,,,,,,,,,,3000,3000,1,10000,10000,1,200000,200000,1,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,4,2,1,,,84,1,,2,,1,1,40,2,,,,,,,,,,,9
3887,4,2,3,11,1995,19,2,3,,,5,22,,,,5,,,,,,,,,,1,,1,,,1,,,,,,,,,,,6,2,1,1,6,1,,1,6,,2,,2,,,,,,,,,,5000,5000,1,3000,3000,1,,,,,,,1200,1200,1,6,,1,5000,5000,1,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,9,2,2,2,,,,,,,,,,,1,2,,,3,13,,,,,9
3888,1,1,1,8,1956,59,1,3,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,4,6,3,2,2,,,,,,,,,,,4,1,1,5,1,,7,1,1,,9
3888,2,2,2,9,1958,57,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,30,2,,2,,,,,,,,,,,,,1,1,10000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,4,6,3,2,2,,,,,,,,,,,4,1,1,5,1,,6,5,2,2,9
3888,3,1,3,7,1984,31,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,4,2,1,,,2,2,,4,3,3,3,70,2,,,,,,,,,,,9
3888,4,2,4,2,1984,31,1,2,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,1,1,1,1,7,2,5,,,0,0,0,0,,1,2,2,,,,,,,,,,,,,,2,,,4,9,5,2,2,,,,,,,,,,,4,2,,,3,13,,,,,9
3888,5,1,5,7,2012,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3888,6,2,5,1,2015,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,10,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
3889,1,2,1,2,1972,43,3,1,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,4,6,3,8,4,1,,,97,1,,5,3,2,1,70,2,,,,,,,,,,,10
3889,2,1,3,9,1998,17,2,1,,,4,13,17,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,3,2,1,1,3,1,,1,3,,2,,2,,,,,,,,,,10000,10000,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,,,4,6,4,2,2,,,,,,,,,,,1,2,,,3,13,,,,,10
3889,3,2,3,5,2003,12,,1,,,3,13,17,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,2,1,1,2,1,,1,2,,2,,2,,,,,,,,,,12000,12000,1,1500,1500,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3890,3,1,3,4,1986,29,2,1,2,2,5,,,,,1,12,,2,2014,1,1,56,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3890,1,1,1,2,1960,55,1,1,,,6,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,6,5,1,,,84,1,,1,,1,1,55,2,,,,,,,,,,,10
3890,2,2,2,11,1963,51,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,4,1,1200,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,6,5,2,2,,,,,,,,,,,2,1,1,5,1,,7,5,1,,10
3890,4,1,3,8,1989,26,2,1,,,7,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,6,5,1,,,96,2,,4,3,2,3,72,2,,,,,,,,,,,10
3891,1,1,1,2,1980,35,1,1,,,8,,,,,5,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,1,5,1,,,64,1,,4,3,1,3,60,2,,,,,,,,,,,10
3891,2,2,2,7,1983,32,1,2,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,1,5,2,2,,,,,,,,,,,4,2,,,3,5,,,2,2,10
3891,3,1,3,11,2006,8,,1,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,2,1,1,1,1,,1,1,,2,,2,,,,,,,,,,2000,2000,1,2000,2000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3891,4,2,3,2,2010,5,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3892,1,1,1,1,1980,35,1,1,,,7,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,86,1,,4,3,1,1,48,1,,,,,,,,,,,10
3892,2,2,2,9,1984,31,1,1,,,7,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,9,5,2,2,,,,,,,,,,,2,2,,,3,5,,,2,2,10
3892,3,1,3,3,2010,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3893,1,1,1,5,1970,45,1,1,2,2,5,,,,,1,12,,9,2014,1,1,41,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3893,2,2,2,7,1974,41,1,1,,,6,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,4,1,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,,,3,5,4,1,,,96,1,,4,3,1,3,60,1,,,,,,,,,,,10
3893,3,1,3,12,1999,15,,1,,,3,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,2,4,1,1,2,1,,1,2,,2,,2,,,,,,,,,,12000,12000,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,2,,,3,13,,,,,10
3894,1,1,1,4,1937,78,3,1,,,4,5,,,,5,,,,,,,,,6,,,,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,0,2,,2,,,,,,,,,,,,,2,1,3800,2,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,1,5,,5,9,5,,,,,,,,,,,,,,,,,,,,,,,10
3895,1,1,1,6,1970,45,1,1,,,8,,,,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,6,,,3,4,4,1,,,84,1,,1,,1,3,70,2,,,,,,,,,,,10
3895,2,2,2,1,1975,40,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,2,,,4,6,4,2,2,,,,,,,,,,,2,1,1,5,1,,6,5,1,,10
3895,3,2,3,5,1998,17,2,1,,,5,22,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,6,0,1,1,3,1,,1,6,,2,,2,,,,,,,,,,2000,2000,1,5000,5000,1,,,,,,,1000,1000,1,6,,1,5000,5000,1,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,4,,,4,6,4,2,2,,,,,,,,,,,1,2,,,3,13,,,,,10
3895,4,1,3,7,2002,13,,1,,,3,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,2,4,1,1,2,1,,1,2,,2,,2,,,,,,,,,,10000,10000,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3896,1,1,1,3,1980,35,1,1,,,8,,,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,84,1,,1,,1,3,80,2,,,,,,,,,,,10
3896,2,2,2,9,1984,31,1,1,,,8,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,3,,,3,4,5,2,2,,,,,,,,,,,4,1,2,3,1,,7,2,1,,10
3896,3,1,3,6,2007,8,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,1,1,1,1,,1,1,,2,,2,,,,,,,,,,3000,3000,1,5000,5000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
3897,1,1,1,4,1945,70,1,1,,,5,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,0,2,,2,,,,,,,,,,,,,2,1,5800,2,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,5,,,3,9,5,2,2,,,,,,,,,,,3,1,1,5,3,7,,,1,,10
3897,2,2,2,6,1950,65,1,3,,,6,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,1,,,47,1,,4,3,1,3,60,2,,,,,,,,,,,10
3898,1,1,1,4,1962,53,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,6,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,2,,2,,,,,,,,,,,,,5,1,4000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,84,1,,1,,1,1,48,2,,,,,,,,,,,10
3898,2,2,2,6,1966,49,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,4,3,2,2,,,,,,,,,,,2,1,1,5,1,,6,5,1,,10
